c1_0	c1_1	c1_2	c2_0	c2_1	c2_2	protein_id
217684.71949161583	243576.2307659017	139367.70409623694	276684.74620257755	415791.6782826319	341636.341286928	P00268
206923.17107710903	266441.92473234003	283518.6227593949	742571.103306232	885047.8115288976	714347.5363649969	P00269
311523.47081651486	287497.3020058838	235734.27083200737	228028.2069534338	242067.65661566556	226443.55908920293	P00270
205242.95188329666	164771.66214015466	119705.84715555963	273518.71782325936	345341.4336471676	301221.16140854	P00271
233141.439780898	253541.1900878189	285475.7918537649	339818.4347193979	454298.69089902274	483324.5761114664	P00272
251738.32309436268	276767.49646270415	274683.3789496429	92116.46937795365	93614.38533830653	86735.69812148353	P00273
124135.90928117982	133312.86200426376	137907.45851532457	267524.41670656356	260066.95484461193	233724.35562299378	P00274
138451.18749969316	166001.41583066143	125681.54533972802	177028.21162481332	155803.3644462907	138632.53905033894	P00275
267229.0053358356	254019.4274114856	265516.36307627265	257668.20889052073	253674.5974487981	253385.9967441884	P00276
238105.8354616937	228237.50485605237	246131.60520995263	753217.4270787886	770740.5542246111	732135.5286762055	P00277
397091.98112216184	222202.1533421637	195815.86701870474	142617.26345260083	118068.5942812579	271740.1084430255	P00278
333681.3356050006	286643.5923086164	213361.42828470035	574221.4409625634	374789.20241398056	380952.64839691494	P00279
297849.84093476983	289872.49665021006	305891.9315601772	285017.939821253	278670.10441210563	276590.3344712875	P00280
328505.6956935391	358004.8027019643	387058.941594801	322822.1342359145	312743.09873277426	295810.3058635425	P00281
181038.042730132	192727.5992476945	184000.02099704093	195926.44459609312	181456.7691162599	207162.50260276836	P00282
145637.44924023986	178228.41419299183	202097.6347280729	149190.67631041826	160456.5105124377	162623.33115769914	P00283
157328.38911993246	221514.82223709612	194759.9014007567	140629.0907345423	162934.48732744428	136344.54326317075	P00284
326920.6575540378	291218.8195163183	291707.79113744386	736849.7739571182	770427.9014294677	821810.2865032029	P00285
325169.9065196019	286740.0580803917	400855.50670772087	637665.8107123261	520396.10755410464	491117.44473361183	P00286
169659.21331376917	238727.92566683845	246218.2345751341	170235.13317145576	261965.00904903174	248066.29759091925	P00287
126983.33891848667	118017.11921706023	119127.09578072283	148254.7943075186	155296.0823657804	108502.29605240698	P00288
114390.6428520749	128437.89569043607	140783.07749447162	256865.8903857742	254410.01786294067	286837.98226276535	P00289
228612.83764681412	171982.4413541832	201113.48658399377	271124.6654245817	297519.59133513813	319679.23624922574	P00290
151955.16069692333	274724.3797944498	227706.06423957276	370831.4689712469	479369.34997837094	380318.66128715395	P00291
106214.82856757818	45334.413233247455	856851.2772745026	120878.59850273436	171474.48545782603	730019.7357789308	P00292
274883.1456979828	264286.7647576121	283903.66404896125	308988.95379075216	269554.09557665663	266249.67007596936	P00293
105822.52481079084	550174.8164974757	34757.02367614642	24224.300245272996	3920.8530459674134	6538.302557456074	P00294
370091.9401633861	376148.43401399173	401065.5839393869	990526.6576718267	941376.9903775937	947487.6394329602	P00295
247610.35541931223	239416.0463844181	206278.06353440497	132862.1339618464	164333.40171104766	123298.73438733583	P00296
197582.28867853785	214437.80775166905	195983.23403701652	564678.608433878	594596.4244616113	572240.6804598053	P00297
286555.4799138066	320967.9092870914	328291.56363956264	118956.4150477534	118530.08702831226	114839.72983324026	P00298
152961.98861327313	150559.62663845968	147989.04946633824	435182.3262314977	412008.46362510993	413686.60738417594	P00299
338187.3417009279	332617.079772325	279210.73774356494	275645.82902780356	254440.50616435212	282489.0024252876	P00300
281315.12895492243	256842.08479605513	228039.1185108989	448213.93835995696	428902.5916153517	347016.5838066119	P00301
252777.54199051883	256256.4245288346	268502.0531718933	102490.56878367781	102040.03278836321	100315.55732382224	P00302
464270.17650034797	463552.5170315044	361751.94177354104	734140.5242649325	472223.2243513304	961133.7433359983	P00303
178053.34834082166	205826.88251236032	156473.69295671268	175481.52307477017	186263.01601033617	196369.6309441432	P00304
546665.21070353	571188.1156617184	553027.78932673	475611.622399906	486257.27621480636	467149.7807144014	P00305
241823.76189188304	253122.9837868858	253830.2120223044	827987.5696025948	755334.7583216619	775831.4821121965	P00306
63347.94407011947	213052.7520382583	84795.00365292591	119422.2962121842	146618.14628952838	128294.42995898696	P00307
322702.36784397933	223713.8526770024	286755.376125771	131621.05095218742	111026.74506249605	138686.33467657177	P00308
236412.87368707627	195115.02339231927	275776.0448207746	142403.5549788984	235854.38831579252	142412.7661771889	P00309
200360.14796543817	164217.60184468245	236600.73699716773	267021.55933612975	261173.62890118404	350662.3615262554	P00310
335973.5460202018	335097.7713046553	288703.6037393266	278671.5828363101	278424.9390082343	302826.1469183203	P00311
351900.40801474446	325016.9995357282	361981.83409735304	314568.4032073057	291579.4172998332	313127.4928830692	P00312
288854.51512413064	305741.410887739	261137.88251771592	370488.5008463863	353442.0143343809	412315.55671384704	P00313
1320257.6562318217	309082.20551931194	316687.45552873245	228336.6672308908	146462.18664771115	177829.88108405762	P00314
395108.43655582715	498498.98553165916	373928.6118573275	591288.3305371457	516710.1665680392	651857.3225400845	P00315
469451.5447293657	477211.6426715981	435976.5696527979	432433.4227611094	412873.00231670204	431161.1170384929	P00316
328422.5490504615	312637.54897025897	317461.5868384604	324987.51803470746	281481.81940561795	284296.71481389186	P00317
458233.77932980616	482341.4416520906	394871.7627991973	371809.23550536315	377598.855437849	394442.5103397851	P00318
140092.74871282303	138876.18189139344	137218.68301137758	148536.5629196216	143431.85069738486	145283.94619017353	P00319
234498.38337293768	222314.6767209003	225545.04340689394	523388.3751174543	558160.9349568831	548370.8429001811	P00320
206899.677530951	155960.51028385694	162498.5470404809	272283.2451296128	183076.51414928437	290495.60997341276	P00321
254041.76545030635	282226.42676707305	263585.5019019925	748052.9137954003	814574.1522472958	656159.3561133654	P00322
223898.2498175835	192348.05823114733	220279.17921153852	205598.71512327748	209839.80949091882	196991.4718215498	P00323
255816.79971521127	232075.461076171	261023.55609566474	243127.9303276923	232799.17285980147	265381.187113862	P00324
495168.5104020631	634328.2606713276	582020.0856958663	809593.5549287024	885333.404691378	908505.3902567284	P00325
317852.22652597993	262768.3207915514	251039.92595475775	374546.1456858	384450.78879249585	487206.7481127195	P00326
199431.05754888683	138372.70209841733	118456.94169773783	202869.57466453116	93208.66519314384	169409.24911336275	P00327
261532.86275450964	238892.55212962662	250734.2593577109	240149.50912708775	282330.4002971965	271599.5611217106	P00328
262623.9377715646	271159.1411526626	262441.5918278397	85453.77677637142	98993.29046002335	95799.42462127627	P00329
258147.02749075135	249639.48140030593	243262.1588679816	92717.34527629302	99578.76753219817	92618.66405675747	P00330
240791.52203857497	313483.6132100398	299483.1946493677	369206.5379340444	353943.5820286796	196307.51194328134	P00331
400987.2029245208	376714.2197340753	370414.8286806519	1198514.115177778	1227833.7736263843	1130351.9811924882	P00332
530437.282509398	537539.7449436124	457077.4386792873	267102.57513576484	260430.74538111332	410034.8884130856	P00333
271118.9833915248	306773.9553847621	289201.930576666	1032789.0249736297	955925.5717365711	1030271.3041473035	P00334
361452.26069933025	228184.82505583795	351783.2137688347	442727.94452943245	372451.47699456086	530363.7547658376	P00335
105525.26740584198	185346.83602184	245547.20980034707	171872.96517742256	136277.14251092856	116965.83222707319	P00336
216672.6727225498	232769.88021954216	279314.1435022985	131190.9422910165	183735.89131450953	247069.91495626443	P00337
360902.0004075593	331928.3205074411	331920.74109495565	423601.7665913369	401104.55986465665	426382.30522276106	P00338
295258.0712419412	427210.34259347187	326845.17716558755	223385.0860444654	244365.57431417846	196979.91621506732	P00339
390150.96474799985	273503.7451033751	310286.4220991292	472614.8399443747	432923.9816127271	497642.6009747739	P00340
585659.9575597659	45928.59156340587	26524.465801881655	155718.52902364908	267006.6758743026	1607663.24747202	P00341
181379.6808531405	276293.5652619241	308163.01136099646	50485.6521922068	66469.50068563785	55807.96958896392	P00342
353642.0148407867	423591.20877571235	405814.11182434513	354037.8152588864	282229.7006388727	418645.78797363286	P00343
266912.2656775956	345587.6659054021	254234.66571710943	264880.705468578	234477.26358353358	293614.4287138905	P00344
194969.07217306455	195780.99592582055	187344.0849636568	269462.53676805587	266863.87072457373	313751.1672547947	P00345
285827.9137470119	296975.17279517534	278622.64348141593	918256.9176833896	911145.6726816193	949839.568002568	P00346
100588.88412905596	100436.18754291261	90213.9200773426	320237.5784703517	301280.4152076885	296374.186367159	P00347
264803.4424817364	271008.42138727184	388020.04175656877	553770.6980912202	542424.0811259724	506712.83645110065	P00348
79744.28201395982	77008.31345569162	72379.20647697605	78892.67728187097	79036.12676073571	79911.83730768047	P00349
138051.61312727322	147844.1669616071	157129.35859401486	401183.8465047803	405681.9996125231	421720.0302798761	P00350
284036.193745318	408587.086607834	352088.15502132085	509929.26926388516	425730.0823913068	424337.2637271451	P00351
249136.75309330982	342196.4991138635	328349.0865482306	218272.19146834532	176449.8447433839	178189.76572710095	P00352
74061.54769406896	217649.40893527013	6394.170719426148	64299.471667149664	20774.84895360141	4407.985871800288	P00353
181263.89582246201	202865.07331355574	222314.92848154894	531947.0238901734	492895.8841843668	540853.7243181771	P00354
420169.7402663748	440824.29624362144	411987.11264478817	121953.32146879927	121000.08138549322	113201.9326576209	P00355
229307.44145468026	217826.7685456342	216901.71660723008	72570.44653667574	74480.63271382981	78487.91381149337	P00356
682925.9344891899	490977.76316006185	550714.8307616588	714918.520947699	854006.5381820233	802927.234111565	P00357
248795.67262924017	262658.43571292696	251841.76163333197	912097.0368175185	840619.7712477165	848554.1247087879	P00358
260086.0140464818	300387.47302893066	338388.45551049913	133948.94817946554	112353.00344638358	122317.33496206068	P00359
320550.13734045555	701486.0343075944	472857.0449459349	660957.7354064618	820015.9304485219	403048.0334870834	P00360
19050.028319179703	98688.99273029638	323427.3610643092	17961.311867500972	177097.4085856191	1362150.8035250753	P00361
177524.44914793244	186367.12946444054	185489.44037351527	197281.58980510253	186492.21630270575	186808.22727351874	P00362
342469.56572302734	24893.67343073138	93990.98730043208	39436.92848578801	57711.663909917566	189057.51237902412	P00363
266213.13505501073	248593.9653535156	260435.64615934898	292324.4502712208	258742.1825263229	272369.01902377413	P00364
158018.53373222044	160691.47876506366	131295.92339889763	297088.8091778156	224174.02831142643	282719.0822273457	P00365
199803.80593306213	199601.22048531333	313610.1586479286	221250.21375585804	182423.80211484962	208951.37686389353	P00366
198397.68206329652	202128.36787483832	193536.86991246478	547982.7853650259	492762.73151128675	569569.3517269967	P00367
354367.9558822435	360995.09686266637	375978.40081360674	126505.66183854394	124282.98753828749	126130.67451577685	P00368
304029.1473274794	233973.3036446325	256081.26914814234	270525.2624285326	312343.92243138177	265558.533984029	P00369
261938.00190974347	235297.1424037802	234257.1670932214	770004.3809645912	723324.8578845817	734462.3401171477	P00370
29022.874212556802	429106.4970628362	64863.04779564316	49342.42894834346	784170.669996961	1325252.5042146642	P00371
357832.5776636835	233419.37868902273	250972.71408192202	587505.958962477	427194.58583543816	385349.5841333947	P00372
374088.19196131814	400522.64763005404	275810.55924294423	494174.10049361206	584045.7763388105	356687.59991845	P00373
185373.60066195898	179609.69664289145	180269.55770085196	531546.4234079875	547275.456973131	535150.9995974966	P00374
150785.47023936233	179438.6504288875	133212.6780523036	211783.7507030076	252191.7969160211	186662.5873574137	P00375
379793.01604298083	391546.1895168702	344824.06096775975	1106918.164996037	1267796.7335495532	1068964.341278935	P00376
222282.8419938508	247010.11232520975	275799.82388131734	168227.39121191937	114728.53838668123	159971.81894007642	P00377
188626.69851631575	166584.0052509552	148743.31401699103	451726.9305758044	408901.8723395489	479957.5744169668	P00378
287094.2073234039	306558.3124136608	288893.3247154714	268710.2008438311	305841.70684887824	280064.2109166723	P00379
302818.065243814	297799.47292500664	291693.4232528398	284746.9096259032	296034.6738321125	303456.22991504555	P00380
133492.3378224979	211508.21856521882	129037.60365816216	217013.28726372952	180946.55270657555	282970.5310692585	P00381
308774.62716228486	264067.09356663405	279660.39641891496	282988.3274342445	253536.17782167118	275094.2184251492	P00382
371303.3937074158	339300.90258374653	352165.7841156207	1020702.0327273711	1035904.415409054	884066.8785272614	P00383
271202.93515649793	255209.87256472986	343625.3945833146	151557.30116678358	180633.35724803558	190982.03638200596	P00384
303328.4244513936	335517.47664186644	450352.7094707728	433203.64023783774	416038.33504214726	501542.639221146	P00385
162454.2056977116	169832.83449725184	162004.36384051995	159076.84131843495	150286.85319654158	151202.08278748335	P00386
187856.28114377358	312426.75577757123	209433.61812551034	215605.0653027672	162722.43717908137	152783.3790163136	P00387
204813.45172036393	256731.8069901517	206059.43386154424	217888.35590761836	304588.17331917427	267864.31912999135	P00388
219398.80147160628	227575.38266887073	221644.09949197262	682307.5061112085	648967.7797516425	732111.8149993526	P00389
327557.96761411126	426068.37146752817	343701.46567837853	562081.4846350254	557061.0239918581	586091.9363809577	P00390
409165.24602361413	473982.03721651575	502863.91732368775	136943.76399398976	140062.01408645828	134189.58763785576	P00391
460352.39180304063	615311.8054745912	419578.02413207514	573400.268045647	821829.9020841911	715132.5598639442	P00392
510420.3272655032	392893.22817598435	416649.5014271755	1121177.293220297	1216795.3099762117	1001038.7539657821	P00393
279785.2715330485	262893.66483482823	246191.38870990035	216044.22861181502	198064.19184360123	261934.90114962475	P00394
241464.22446918287	317778.87577894144	410074.17590003746	407244.7775613785	249982.69239855063	292778.4908813112	P00395
331675.144958454	212026.40187542478	63262.53790590667	1251706.5826743767	873524.0067541779	5031954.589286457	P00396
269038.11072099546	291712.6367494885	253948.16050345718	241014.160218601	266259.4293196733	271805.0517055409	P00397
235434.07096092045	272274.17359603825	221096.44513823057	180873.86525391258	210315.8798232062	174201.9560150501	P00398
329499.33337985736	283664.68293027906	307866.3157661616	790925.186529742	593847.1402831117	494609.5730104153	P00399
240723.71789127868	195252.30304257365	214754.30161036676	177287.3075057917	138722.89349979768	193319.23193308397	P00400
192662.446118544	195547.21275264816	231654.44733405643	65169.17787816679	133932.01330164156	125683.36790678294	P00401
681909.1000357054	330180.7515708602	17825.405038870987	258161.42373724616	31841.188884972762	13033.073770377732	P00402
332300.73207171285	299493.3962144355	470940.24856018485	224783.87594775882	217034.28777551957	260009.84082744873	P00403
475805.7451482854	346226.0457332791	665632.3249482122	356394.3789730036	226482.97674844053	681410.280541383	P00404
287437.6432032277	292976.78927625105	379813.80407213105	495255.85480404354	385460.9637507446	359948.71641973336	P00405
346283.2859002743	339044.5435762487	333845.0765487399	350503.2531933146	357881.8390957702	353872.92892774876	P00406
205551.0856329213	232066.62871012167	236957.5657931235	141915.33312923298	172579.67916780626	183045.95885743	P00407
377497.1166153198	328218.5320664191	368533.75033217017	205282.74436986083	177136.57452941118	219456.1836614518	P00408
300579.6687793528	335240.0306662139	318677.14086500526	286968.6090525781	281117.4270509129	280048.33329494053	P00409
160990.8791883414	154301.8187245795	162213.8943163063	187448.0406145235	166456.83249156154	182151.82009390343	P00410
415383.90852326894	417086.92473178764	394083.291859038	662948.577807248	861993.5698677009	753162.1274118148	P00411
191637.3894980181	212498.48533673602	214292.88530485742	130676.16892673193	130643.92832642836	189857.60210904485	P00412
144655.52194177805	140120.28812733834	147249.98863274787	161088.62997484216	145952.15823857623	159886.12896139672	P00413
209856.44220894182	194727.98789528478	267980.17922320124	417923.0200994685	433032.6279704324	551911.6682053816	P00414
210167.67767617168	186336.74529855337	219533.61931247087	286715.1426768914	328116.13698141294	281629.59921927296	P00415
190996.7080418064	48383.878774877405	46217.89221510701	394256.4366489625	191740.30691411847	18455.509662539815	P00416
220897.33654617035	224432.46964258907	227508.1130915013	240856.14098190298	238443.52150761936	249066.1679465855	P00417
253307.88673907894	263104.54841141665	248995.23376565435	240145.23641458535	266944.0090127018	261292.7860585572	P00418
333126.32060028135	355685.53686280845	272936.83902963286	114236.07938174173	114107.95783979744	126966.89669782511	P00419
319838.9557518648	272915.3516646602	317159.37604914384	81754.87493743536	81884.74788136939	85878.50209227165	P00420
288771.5971695246	275499.2595348779	299574.53128222656	287984.8837191452	292107.25641999714	276079.37027255824	P00421
298900.04955587076	299208.7818845358	363183.2571136367	125138.21545830164	154639.95620489254	172367.2693670081	P00422
312717.8305619066	321553.1024583999	322988.47748127807	99323.74671765185	101769.10306126728	103719.59556557787	P00423
119888.14037871949	115724.4368714737	121273.33898577713	194973.90696897265	147010.13544460197	210457.81644516208	P00424
35865.639526475774	493721.65981911623	176858.0584412707	285759.24778268	10130.495624951143	26975.143219368292	P00425
107654.50876378534	113829.20589929685	139474.24104651628	394487.002738714	300062.37731804105	322338.4621077817	P00426
256336.96997877507	292374.3924302333	183433.25908547727	149841.68627140543	227128.98663623157	139882.0149053583	P00427
231288.48250299564	264713.8201327117	280020.7518273671	181555.098027215	172758.11935570542	225926.0620555725	P00428
383118.0686901131	359564.90571883676	376718.84383820946	1230712.7704687708	1347782.0283893577	1264950.2824585997	P00429
496852.13394880376	341877.2422402612	347983.0241290308	294318.857501244	299905.74511104263	251239.35841219794	P00430
318123.8336750485	306014.33020777546	271243.7320761232	239705.11568631485	229734.80101910888	241612.12197279363	P00431
10003.675164790848	59159.567504596846	67367.32919946351	101288.78302225102	15822.950361454949	986.6058991720164	P00432
291805.1876882602	308639.34075510275	310765.53025060706	312637.1341792562	294282.679823806	286287.88620469166	P00433
215438.95174833594	250770.5785346316	199968.36301585005	223689.30976100266	197051.07776285856	275499.49059882003	P00434
266175.5080701328	254044.69620523317	260514.59008447244	79940.6304011176	77404.21942948812	76478.44990057273	P00435
358559.5370321057	373943.6848211076	363080.21713816904	140232.1839581706	135095.37929857304	143419.7792802929	P00436
212048.04730888782	209559.1031278857	218932.4397287478	218510.86387541576	217659.3617366786	214952.46540036038	P00437
321093.22456946695	299010.0773250108	269438.90381683246	199207.85528246037	227728.93162176924	190981.89551783714	P00438
332631.80430350825	316697.8048885193	306673.6054879436	1032944.5039846118	972955.0527030623	956775.8049853091	P00439
179316.04213638214	191626.4085935143	199779.35651217838	64240.83642344708	64770.282954016984	68524.45694857938	P00440
329735.03770021023	411697.8207143077	423408.5202553452	145453.25784597732	169555.63854956272	163474.60303332357	P00441
328395.0024389433	325522.04832138255	349253.04148091516	892852.9180756846	852996.5462554139	889813.3838170244	P00442
288467.28168489324	229378.863572455	215499.98687051973	258279.25364814626	180988.89548026206	193754.7871461995	P00443
183937.39677549538	218896.1174977626	274208.7816926998	298603.26565901074	202982.35826229185	208057.35191446063	P00444
180126.84533057638	183969.4899068374	145480.88820796573	315730.4784931577	232105.1489891722	352027.8435373553	P00445
235281.0386251964	215037.68092727932	221560.99889161164	548834.3523605019	594957.6247558071	566628.9492897694	P00446
302906.54859728063	312559.40130042296	310399.0390325888	345828.66152181284	363603.85117584676	339628.4744960328	P00447
261212.06914177586	141466.51336340336	255025.8944151257	221710.93746219654	271751.9640613357	246374.5322027011	P00448
299954.5115853983	316199.9393065671	326538.21871531266	120643.2719871597	112095.70849177403	115179.0832832201	P00449
164943.86082746185	163532.35266000818	162497.34567875575	502238.00922767504	516599.55797932495	472760.18515146145	P00450
236453.96456231075	329535.0678999356	303066.65842020756	207116.88770945722	174310.64978571734	258603.9801334698	P00451
241398.7265793088	287907.5945570128	268968.61468028266	279121.7793821066	232465.31935569627	266322.74628055823	P00452
591406.8532407664	567593.7531798927	471642.92262495076	997184.2005293607	1011577.6251786506	1232702.4306660513	P00453
186653.74971262834	147402.50789979735	138760.25615108685	119537.49389438679	181713.4008445955	130402.86847221924	P00454
549534.4169474073	469614.8195687428	454773.87789186026	266950.32670125534	313017.375616652	280061.21631536004	P00455
250429.68989514	312092.6985230253	262361.4621270059	220831.78955128993	294808.0465465006	257019.2271982365	P00456
316325.50667132	286826.0543771484	265191.1076034413	232794.29607170026	228282.8758916121	213099.38073293306	P00457
258715.60784024833	261466.167550247	320438.61778453575	142649.29114917276	137923.4406582051	186691.8673326909	P00458
290020.91469245136	483642.79704740626	198265.602492945	259927.33671474716	402493.974840851	226527.1311443911	P00459
246459.69123618017	239821.51477653015	256691.13005047513	104823.79737908562	106984.41668562994	103363.44960622198	P00460
459893.7450078773	452954.4669189013	433078.78928424104	190193.6265459662	210561.91249748186	195948.67700606288	P00461
207460.1910208688	198587.2848386062	213897.53696760262	634839.1928639273	670967.3812782153	734871.3455648483	P00462
379168.3000748599	395499.4344758272	371634.72343489545	123983.34939945237	137990.54288777706	121060.18420202076	P00463
220897.39030881433	156795.42486712546	269703.56763269583	104690.21352654108	136940.47354099533	111412.00840729933	P00464
279039.08316388185	281641.9598490317	236306.1863030443	433550.1334851494	324685.5386092711	412797.8516111905	P00465
163550.16334815536	190156.07897669755	161175.38732922976	225586.948199383	179388.92418443022	234853.62437160726	P00466
305851.3441605709	282033.6211515467	301670.01303052757	511043.7138370865	460516.28389362793	492748.4355287207	P00467
338893.7110034302	705719.0132107611	532510.4245965909	730411.2480583651	889256.1613865524	446131.24503223173	P00468
209315.30170751925	246823.858516536	229038.29082858405	86942.67939135965	89929.31808277042	94974.56298830498	P00469
209757.85447655758	255646.05593599746	243285.37982347654	317148.1631533096	283666.4250313954	362344.54960091016	P00470
172506.16078992104	237566.62829403393	153448.94023234036	222265.12473596068	193853.24933583848	185195.7807258976	P00471
278160.76530824974	111439.0979582715	10948.683382128378	11969.522608619269	845234.3802502108	810952.3130831897	P00472
168776.23474103946	150507.1842387418	139396.6052891223	44585.65010281693	45756.49907632873	43037.90677720795	P00473
230783.88631033132	247584.23885102343	200801.78748239498	271502.88154771045	233055.33338137434	326737.1496134064	P00474
279789.9760719072	254686.66353709484	310498.09663109406	316731.76143110014	382408.19379900256	254088.75908389586	P00475
426982.7086857814	412662.4168382028	427860.30134055123	413367.71728454804	414136.96074540215	401571.87642723415	P00476
895794.4103127803	169413.84183376652	251854.07798105403	252274.5447594895	285112.06064189784	44358.39955055251	P00477
211109.6501312087	222571.9514049618	209510.77577079504	61309.69879345055	62545.08661275099	61622.5480235052	P00478
369537.1764771925	424724.82985428773	490638.14215872675	497616.9845621328	547067.5160639298	475118.75383438054	P00479
332419.7917328355	276062.4547306553	240913.24364398685	269396.74332340853	213429.71913082793	220054.83894869545	P00480
224031.44831805702	230287.5819092297	272888.7462367383	250797.2997809196	272768.21375648596	248991.86371063287	P00481
345719.45502179506	245831.41910904986	301291.38452726527	302036.0564119326	466366.6684442948	337255.2517423942	P00482
242516.93024099251	293303.2913945361	364091.530008825	115470.64741289667	129817.58456620306	142057.22881643547	P00483
251591.1975282296	255002.0224630736	218360.56072175113	256041.12250954876	163040.11231327895	198182.17286035145	P00484
235799.18237965734	227177.67557565816	219834.26793090595	207290.86025201879	215475.62836874175	211580.12337683915	P00485
164408.26241295005	134043.48724358875	177611.18752269846	222704.41650765028	224816.90219923676	263565.71153602644	P00486
145584.41085630434	141122.23280190642	143864.31311614142	107924.38412524835	109115.58490854938	100731.30179573616	P00487
242371.0616353589	299804.6225612998	342766.27352064266	221734.58620442043	258819.429979523	288898.68406876666	P00488
250570.28448084823	261752.09619916428	250700.93033068124	95096.64751397366	96040.3592339547	90173.83698337417	P00489
182959.83007976445	42409.87895659299	55158.31204850583	34834.367597208584	162166.65128671206	18862.962225032992	P00490
257566.4710483541	213110.99221060332	304559.5151098072	266774.9167114228	283041.6903149889	308998.92309653247	P00491
358720.6914080282	441998.06517352915	270740.4867921163	835764.0882066848	658032.6376664925	560628.0419370811	P00492
311649.1627411845	253412.94288264005	271837.6466844025	135080.39726421025	103728.98629702788	125886.99002482889	P00493
228782.59954008253	311526.69172120164	145240.5145460979	211863.06426479656	132948.91083219426	136199.9889842124	P00494
347279.0224502411	352558.6285588747	416945.15689275676	334427.0547936997	411902.2728929441	351763.7665471825	P00495
341638.9765703206	395587.3358184058	475968.43087025295	723221.9719740946	773078.9549125347	890718.3600262229	P00496
348353.27590234025	298919.4505113869	275748.9285945096	485273.0104912524	506778.8803600905	409857.3592401568	P00497
354289.53541318147	356714.1325353668	364045.93704259983	121893.43762299625	129225.19371844296	117867.78720305281	P00498
275947.5032537864	364816.0216232822	377984.37414313096	301424.76295009546	364500.6420044947	381696.3882308276	P00499
116734.45925744859	225222.30782673293	84478.97638343352	1445699.7679218927	438516.7200595153	92015.54658331464	P00500
325341.96236191085	326744.23506966507	383053.32663081377	374899.57336716924	457618.67337621184	411693.6778689058	P00501
447273.1925262534	426397.29583822575	328591.9381781118	279608.53033811983	335804.52299223375	285111.95271203306	P00502
1175205.9609106523	158049.28548952736	86190.373696558	161486.94363999533	62851.160481589206	576616.1112661731	P00503
171313.15116720268	189740.10884336205	167051.97959353868	62833.52114012279	66351.9563913647	55649.997452761425	P00504
373949.9146296388	325751.928663307	336338.8999831178	143891.6455424351	145153.99669957513	141493.98892039803	P00505
182721.39388860264	172860.33550450957	199640.62520721025	315806.4110664288	373313.8917931587	329989.2076858644	P00506
11264.455969501068	2207791.810391683	49066.200022540565	359490.20870836166	62149.600786807685	213902.21178812985	P00507
386407.2782388407	433287.1576160292	401343.9404310508	280840.4789987266	254278.2228659037	265537.6750538376	P00508
239414.61803869414	340748.1881682232	370698.7334005878	503832.472506853	571054.4098327392	455838.5431723339	P00509
438579.40873213223	498226.7631611674	337465.58179560286	264789.19272286864	238644.81178164063	223596.66612000036	P00510
247260.60372184368	278107.7645237455	271282.1064237321	135876.343581179	155265.95521897107	155108.81984353976	P00511
166831.77001140363	143523.84942075555	145601.41139023396	210359.0277587109	169048.41210471358	131727.9428990751	P00512
180974.90738804784	272492.6012169774	217767.58313136295	399791.4882781701	463502.7723798256	306238.99640713044	P00513
266047.82995278423	260668.16140102965	285089.61102925055	204459.7690702122	134620.7426830738	183362.838715656	P00514
395347.3563063738	57956.14567261225	62603.875274265316	487640.7837684973	434195.22246174	631425.6668310508	P00515
410563.98408732854	346411.0516306031	430419.9469711958	261004.1824244679	234291.34839790745	194723.03126096973	P00516
225558.8228114212	235317.7290304109	195876.5481782199	135611.9591572219	117453.96286796732	154832.1207372764	P00517
299134.09642029373	259230.99064429157	303551.665277054	344713.0419272858	360678.68913662934	335706.4488322212	P00518
177987.9819772683	178281.4412276577	180526.1460515192	515537.3976272309	519129.85900654	509760.7286157386	P00519
300543.77475512546	301485.83197334455	341430.70130249584	91228.69658152136	92077.25552518237	108880.31706508192	P00520
278221.1288867356	202888.30675311308	299569.5216709997	223551.4655318639	307531.2758209935	252701.20587080234	P00521
196507.14327341248	222342.313789682	208795.70431047076	698863.9248383322	676558.6258605348	641627.2924967946	P00522
255743.68394156737	271779.3929603346	243640.51691957033	323130.34714455745	293331.5039306722	274885.34833160625	P00523
251468.40908631048	248197.38294354462	211686.04136092935	165643.93513638029	171659.1677898856	159569.45125163352	P00524
243402.9982842876	238554.5748857736	250246.90794680515	111950.42737398304	108474.40860244284	98389.29899020231	P00525
680429.5086695163	461292.03326459293	466986.6787690628	241004.08361970948	234035.28470731832	352217.23334544536	P00526
309086.1948461897	267924.22806189605	246396.58614097748	486195.96417946357	447576.492567852	429996.3424433085	P00527
243057.17521027752	237897.43019113844	242483.34981761177	81597.61963168444	82498.38714702644	79768.51383518368	P00528
143472.35892128572	103134.76747400245	110409.13397260485	153272.31473285053	137180.90967467302	210113.29631118372	P00529
165348.35027453216	171949.58906699644	228243.48717055444	108164.54652076901	114328.40950708957	101461.68935438318	P00530
266051.3765844507	266560.85779476597	262602.9007269081	358586.1992809531	336225.32685599226	309449.0626572908	P00531
174982.8655924453	257545.14455356856	233871.88703088753	115777.6209297349	132461.6476600771	124445.82973786202	P00532
386342.6633067853	427763.86651473586	408426.0692683422	339915.1705676076	326237.58046539733	324090.3208487605	P00533
230803.13496012258	241353.53214020515	213344.4170131649	212391.96970460814	189922.81919819023	209957.36706697795	P00534
404303.7683307426	389432.8607536842	411821.1833123296	133867.60001810978	149698.6987456119	136597.88567504464	P00535
281013.41415114305	262577.4442938353	283211.53862223425	229076.58718466223	234645.7123595897	248450.2824938239	P00536
