c1_0	c1_1	c1_2	c1_3	c1_4	c1_5	c1_6	c1_7	c1_8	c1_9	c2_0	c2_1	c2_2	c2_3	c2_4	c2_5	c2_6	c2_7	c2_8	c2_9	protein_id
263991.63911140186	164312.54341095296		312737.3905255383	286700.52525109594	219050.58877690017	292356.875569853	257977.92021803747	218754.27880609303	379415.7490879758	303788.7550065307		190373.49391065212	227844.42535195017	464877.63365850225	432161.7671214956	559336.5372203046	266484.18482129823	1069388.3486327862	573731.0524430809	PROT_002761
386811.7724480561	175544.84639730092	99160.54542230454	364986.2143895238	156628.432501295	319616.7020165321	219401.38681747418	208669.09206713803	430623.7224129874	334879.00553563744	491220.1895550766	326779.9667821882	373434.9476298	578234.2548834377	139461.4652594171	560153.878381742	282487.8788727882	201621.0622260788	560062.9507895324		PROT_002762
506912.2332526855	223292.3378262184	338145.43414609134	263792.0285454525	369797.5097859623	400971.7908839751	339981.2795938118	292974.20400674426	240423.96826899183	315423.7783978676	685043.074973512	742342.9354559226	468617.5723785736	801912.8084291645	587998.3171021137	596153.3447992677	857795.3230254995	814581.6902573282	935083.5188422016	1076277.7346707613	PROT_002763
45384.33927772802	12197.101191789201	172050.88921606494	413686.52004884905	392810.3421710416	233223.0247776179		1697506.275621312	149690.46039356352	676043.0431368537		344475.77329647134	642597.5865894062	73571.2578143295	24188.521082103216	14249.394872874327	179507.60167352587	11774.076789261037			PROT_002764
	337879.8949684497	326695.85060037236	183956.4006460903	403554.7445449562		159921.91547445444	180385.8572019216	155469.11025844963	98171.2912870038	114980.95199305812	162311.14137437713	362581.14063589275		101093.45222958908		100642.20742295471	359020.20017568546	103596.80516885433	225986.7743443041	PROT_002765
259804.21626115163	467013.01548110746	304958.85163642623	260201.6285228279	585855.9460985311	173069.50588772426	160202.615680218	317434.6711270993	142472.66941205037	472785.511188761	630601.9859602891	866227.6898202923	415200.72844351374	371046.7241826061	1175687.098587816	329587.6395591487	623920.6400178822	634775.9858628513	251901.01938541772	337395.63645971287	PROT_002766
298067.4402298757	250820.40203226896	273262.6183805037	240635.97731710217	356977.5780476148	225064.56494175727	312368.3514161243		272149.9850192114	219950.03303268529	710906.206934867	771783.1034351994	990888.6222770002	1150169.6781968805	888284.413350311	1028797.6345477218	857652.4823690052	1091822.1721321994	773111.1167729619	777484.9290379421	PROT_002767
136733.98144536774	383127.676450299	187778.80342532945	331096.0319908274	287787.61259141075	169714.10992998088	488289.90574952797	332181.69252031844	279375.28121279995		200284.12724252776	175850.6772206449	145108.71981794716	373320.18998011213	170469.8503540742	104847.66094254845	160420.30021374696	369587.21080342185		166174.99721354872	PROT_002768
299157.31205854495	368479.415898862	409693.2038777977	427814.6027771542	383240.26126877166	863761.3726828374	494100.8971181458	889517.3563091174	247283.09447559653	468675.01691316516	301884.4476610013	122075.15544201517	375584.3453899788	162217.3966689705	153654.8222321798		268057.50660851237	292889.89445832086	221131.814040062	363063.15405292594	PROT_002769
386021.0849061263	278585.68258777173		225510.89685059822	321865.64995201945	280237.62981332326	244322.24498889668	200851.27552917175	270976.6280924775	226590.74239023626		87166.46616291563	102230.10905213571	87606.67802614422		74740.53107713617	60025.85583447668	87073.21476963196	88334.36664017705	72555.66631374795	PROT_002770
275273.82270942966	475092.78542129515	213869.14331573312	193325.1592452738	128136.66550352772	289074.7153149375	135380.42604964724	228695.94919607064	220493.24657354483	242943.88615437577	75535.44716772305	165844.09915975694	150239.02853479606	217174.27603710542	153840.30722986176		167402.7340784144	83701.62808791867	183666.91493426877	217414.3276156281	PROT_002771
141836.17962845834	186102.70511432367	242813.36689883997	198775.4401056082	296741.4775011473	264295.3766291629	273579.76238059485		168769.3903650034		778013.0370632875	695974.0439062656	505278.66453790874	393678.070337844	576676.57725197	603118.7928714966	927112.1532832778	535648.6539706582	545734.9834654307	716542.1349347935	PROT_002772
169999.18860924157	152710.51654082863	186303.4102718842	249044.5059088443	257695.47940367638	184345.91135970096	226567.1610728827	212931.46474981136	175381.29509343664	205715.74803319533	138187.62267610198	167608.83709833524	180814.7682110127	185916.24277752536	123463.15977977433	216113.2993762319	200357.19126452736	156630.33442042183	163830.13661872214	188562.46121214353	PROT_002773
262297.18324740994	218508.3202087345	233637.81449571205	186387.82870805965	236397.84338610634	264029.45958612446	289836.0721883941	287439.3072587248	393674.115058623	282461.8876909905	134260.4533602534	104137.93327557984	125188.87772479019	143281.95880201	99028.60292738283	84029.00051697176	96207.488478618	103924.96254327193		104769.30590334213	PROT_002774
237077.0428286465	85835.55822387667	117925.41554770223	99252.27667106301		95743.4489737744	102430.51093292484	235328.07941493238	131531.3804224902	205819.07470539413	470337.0920443071	260822.31857655133	284229.95740263996	303826.0498909749	287331.5578776069	403731.95267894096	122263.34151358424	194444.3231261765	151991.56279323445	260197.82331779768	PROT_002775
535414.7620851857		147149.2025811912	279437.0314959661		365698.1785903768	218922.74913151882		189195.90648513357	494754.4794944144	349008.96256454306	748875.6820929013	522566.5744475947	935559.1638590397	351727.2180894212	679787.2754825405	288878.12232133234	256512.42696069911	451636.6323239423	296687.9436362057	PROT_002776
609155.4025868938	427745.9904907799	491219.8205846726	492842.2115431357		556335.9399256238	427897.2799029594	424249.4593527407	500485.3161118983	561218.2698500261	402472.8899111821	513773.75071928423	461572.4524409936	496881.60635199875	420328.27268416475	502376.904113332	448084.3789900644	499611.69117483194	633483.782968103	490284.1416292932	PROT_002777
292116.54992165684	314301.82657306077	178797.18914013737	289904.01003515045	473710.24777609156	260672.2567041689	347297.25157223985	266855.31481929816	248939.40310957815	311888.7983894564	70203.10552783377	132033.66357900092	136266.39351959605	105680.97600974714	106294.18020050222	94950.04476727203	109412.70844561892	131629.47110512294	74091.38906966613		PROT_002778
268878.9707961771	508594.1542272858	511153.3272097504	207655.8676213613	227164.54402552373	433629.6864080166	204696.0628686165	274093.4496568467	470983.8292872731	250245.2633303878	314068.2340357234	953871.1878266986	562516.5161596083	441303.89888070774		597873.4084232072	420290.6536044006	751122.7097726989	445789.4942847147	1037113.7431268814	PROT_002779
321484.87086992606	339254.33569094073	137374.6813688568	248661.07126982123	177910.91643107808	303131.3035659911	165995.89856576163	358755.0041344386	266890.5261932285	177350.35298837817	395915.9891668236	239334.70522465048	530173.0534165663	409919.2592238312	393324.3384513096	582801.7323198059	636571.2156771652	294875.33003986307	565501.4776678227	270509.18486771703	PROT_002780
408788.7109470562	447814.54868439987	383345.9280851936	417928.4260514846	409532.3856540901		382535.2113209398	423103.48827378516	510302.93630412134	432751.276937532	450801.0792192657	456975.3335357397	389622.4696378331	343369.1487076458	372388.8478734705	420923.23570406524	412955.2330409472	416634.543464794	397180.67104102875	410297.4219184293	PROT_002781
319373.7622290544	249522.27003002362	157877.7684952259		551209.235696308	450240.9169137625	243741.5775795842	586071.0238472347	349467.3813735549	399269.5118046563	649325.6041311586	522358.8623242173	388323.42658829293	373634.13065781666	883170.8820967713	419994.78380621446	650060.1577830272		484003.4261124539	1294689.1712209843	PROT_002782
239728.21369308294	263886.5557196142	198057.60932652958	184137.55671171137	249911.4711203221	233843.23917567515	161418.7463140107	163794.88869989084	328162.45739199704	194227.71676489158	542821.9530932324	794632.6683689716	459259.87872769055	618274.1272312704	525089.282041683	627121.758169424			581133.6125978475	397453.83151455433	PROT_002783
57599.46561301418		2342236.0405987846			440167.1980891475				51777.12891733222	247721.78229626504		373156.9428399951	27318.426165112982	38372.44612700519	683857.9645906471			125291.10089706382	31123.814990106173	PROT_002784
219264.3130519662	244315.33159520023	225839.617742623	282427.97490500973	247046.0002215055	231317.77553322556	205747.65974203797	247011.015805724	185657.6188088706	221618.0129394661	213130.62256389402	210384.0768259104	242752.98587665916	248306.14369698009	210078.54038461286	221528.4618596272	222701.2686572711	192038.3828494091	238394.18013645057	169594.52855682335	PROT_002785
190199.75543545187		178896.1029157036	491940.0395526132	264457.94412829884		183759.12444611028	204624.37207304407	257703.77077333536	360941.24020392174	344220.24839905265	524318.1572406333	890188.4480973695	604961.8674022408	352647.44259299187	626765.8049719089	379086.28040016827	739864.6429333438	324048.8265586822	453213.0995932048	PROT_002786
317953.2158731729	226747.57534284468	403668.57233304664	246713.35609234925	193609.94727578305	456148.5649007276	209700.06232877678	327654.14291827223	453510.5991390943	94588.65355763231	279503.5019454333	236299.28130505406	552511.6028984175	528949.0113789887	225907.52909324574	201344.42492413745	673052.2892953123	712532.5602676959	301878.75012797595	489238.5273315732	PROT_002787
724607.9228781423	417413.5552681151	714357.3291103805	278530.01527324924	366045.72215019417	365407.85941099626	314056.66092302575	580960.319073589	191056.85875662864	435599.5542878084	244484.63130455918	403570.357810106		349518.515473151	490049.1680096176	356160.7584078369	420116.6568451606	182022.86066430697	160060.20356174652	157267.58701790337	PROT_002788
143911.43672627813	154077.78239881207	174515.66226781625	315380.1436848225	100203.30391058938	306570.4000065362	262907.0330372685		198701.799750979		102274.65259156881	96153.17517078476	89951.00105651258	129135.44075568127	257144.2977379197	130802.75074211374	108748.83566812966		217459.13319472305		PROT_002789
483892.8661292631	252445.8337362527	179296.8149198251	279892.45822350646	470279.5162344395	338555.8003840127	179564.1274399632	473989.99817560863	300604.2457606145	235758.2219532537	321265.6355325819	104875.9946003052	210802.00058953435	193141.09949524092	349946.88777903875	253389.18977575272	131323.46837689693	186042.24188693074	184742.36406472075	268119.90710264945	PROT_002790
272024.8058044705	154488.650995061	117666.99749800478	203279.9717813076	190594.8211585893	166743.6270642965	151911.0082917722	197081.53698330253	159688.32149956253	201985.7793498921	98314.02196029438	65290.444856437025	101595.37205477817	87875.38628535303		91922.95003529996	64732.307574754195	75107.39911963262		60790.726258866736	PROT_002791
195432.01716501196	166978.69077596627	265596.41731105355	223766.7213445092	189209.80302006836	125815.04586001072	164879.45294542966	201596.1991139709	164010.43522332062	164538.50586666376	828582.2414045356	496682.37677592656	527491.1575289044	539276.1893503842	742751.6622208031	684271.9822189243	519880.50807215937	845070.7957886521	757312.4653650254	601134.2475600849	PROT_002792
40836.04887277662		7476.96344926296			75640.90228615871	222983.62062791598						79095.58551181882	42501.80926854593	7877.332836453191	6709.68735716477	28400.298444883356	36835.898155614595	318145.8989876982		PROT_002793
318345.4810978012	704998.0738095652		542018.8312581314	809208.6552228217	432819.5189782865	158937.57032941197	183619.1546342557		235686.88975350422	1203404.4959413048	593771.1264455767	288449.075515084	916930.6045178239	877049.5898552213	1150536.0697284197	850649.740905187	826320.4371007476	240862.5051958367	625044.56314777	PROT_002794
284612.9221766807	245437.5925933557	194224.25690045042	111074.72705036722	150618.42779175928	254035.5081075674	357724.1550978679	306226.66873333085	279736.91006994614		134663.4922814879		66388.4198196499	153588.66089190918	151382.74713824023	135422.08251182426	124398.3743693014	256091.05425902733	221292.6652177107	131246.47227439797	PROT_002795
320832.07210685575	82168.63456796101		189783.00797452606	131213.29971894104	453428.10088708886	255809.95118044358	128845.01751550169	95806.62529343755	273301.24730838905	246379.5710372861	289324.8156921449	760991.1873473148	232878.58364084107	338987.03143521765	343227.6142034074	793952.7770608702	378592.715143049	180438.06874432656	148748.10560767644	PROT_002796
190922.47570806587	145475.12560506017	205917.7538976388	170998.33639194645	134179.43245727036	142477.40894211706	167179.45800602078	184502.80671301155	183160.1803249748	205113.36405523142	152426.84752157715	182425.612863319	173143.60692768134	245766.5929305824	172459.63020634395	232723.7127982262	200136.07902793147	203148.4955651328	161789.7958331736		PROT_002797
	460091.13598035567	902860.3183412973	865773.4950207077		393208.9452579981	361850.34940575185	265337.7765034232	214098.23543111337	637550.1561660514	152347.0678738172	326786.5327590978	465924.9926654001	266547.6329771636	151982.39476609603	149955.2346671737	402679.06562191475		104978.8449243809	318247.4833277506	PROT_002798
116235.86268609518	189575.6622627826	160138.13161293045	95322.36898489474	101442.56152895936	370916.4675483201	151365.43857876825	122613.18764816917	190133.05969099345	213227.65436682312	295032.56421712245	195444.046943578	518609.9152750952	337872.0958768474	278783.9880523223	262209.34495729033	367621.6321480431	219670.0671603714	221993.55655375976	114181.48453831548	PROT_002799
229485.63507822683	231699.14258672114	286667.60748840764	282925.46132200235		184764.91402154256	212170.02069520197	311316.39343517326	375028.84783267207	208287.70486861345	77077.20038574269	137658.92779914406	72634.29473092729	83806.92103306492	63397.8337054651	89731.93828183693	91247.28117644264	108205.76661236469	80645.76924187921	92511.29031425447	PROT_002800
271310.3122460076	165517.4090312195	251736.27952056346	153603.8207038901	405748.0419224374	346377.26860957773	222042.26319214303	316635.66541701864	429226.92245440965	310205.0627389		92593.54232881177	162443.4486472819	218009.5366268343	186082.89684808388	138015.7385738697		129571.71240613957	231602.29678037853	217697.28172361024	PROT_002801
276488.2469224601	339533.88181128004	371847.7174768847	213516.90805766737	384374.1190946357	178854.29025429706	391235.31438736495	156559.41131257373	340296.42308725626	631017.7083681128	731030.4761850964	1024961.3227819415	327376.80872420507	733885.6063970847	380015.3659450318	667084.4721135311	461415.3048204395	371796.3302352907	381411.7201982896	299744.4074382656	PROT_002802
21189.47873997494	46695.480271192784	278568.2330079736	408533.48912373063	101623.07654468922	129559.41455066422	675798.1297231826	146399.46335842198		670719.2543147748	36132.26370485005	110224.72318026876	164829.1278566889	123039.96816452229	34549.92376244982	55302.58219117427	265254.2224144407	592776.1442490185	16988.635080106455	304018.428106814	PROT_002803
	591334.7087399516	203291.90370813487	376436.6200951405	325873.1193629505	568452.8819741423	271632.7035444133	618272.0357554244	171050.65783036774	683340.88226359	234924.47756701233		145406.27248502878	137041.97709865676	322661.30020522955	174895.80181493756	269732.5241131794	387815.45423291257		100861.06089166456	PROT_002804
389548.76513184846	364401.1306101781		226525.71112494174	452276.3659538549	260680.4917124921	491414.9278564265	304646.3939815775	308837.5463194565	410126.8669757045	109903.58713303758	86991.46188030094	169183.68662418463	81339.3448495687	172433.7794748475	114109.4663364387	121598.90783199533	124691.83709938273	150124.61678299817	108731.36225539206	PROT_002805
461723.38165944227	461448.3083373264	398852.703967626	601927.7914754365	522201.1336873003	416430.03893011494	568744.8645860457		324087.99845727504	396177.8652324312	468288.57055630453	437359.4413193467	648655.987314951	577636.4299185445	844577.2377902106	581839.9286324987	523150.2056947818	581949.5973556848	653440.682684645	549209.9474360428	PROT_002806
403605.38725218596	240913.04637978153	441965.0434117201	195680.90937935375	200537.1904622044	166360.2035785083	246437.73967878928	457320.78982814046	166668.98285995747	342134.6421280844	179631.39742029196	218096.00717565927	105085.79711246437	74088.41227731734	262902.48620819265	207681.89787184575	176450.90754309887	190625.2038618514	195713.72427044518	109537.54011804343	PROT_002807
423382.91462315153	172725.15844192193	282203.37264458503	311825.4570764234		604681.81900263	451107.1674622594	226593.2726279227	330816.896320241	623548.5966224917	1031528.3037865614	209539.44771515724	900256.5531699678	594979.292973087		557585.3239856439	431177.2169311153	597692.76316424	394205.41547403415		PROT_002808
143906.18353476078	242978.30023753873	72174.69232362902	153437.3712907297	162370.00460199034	394893.1480244714	175033.2832487527	231887.17764333164	229154.60748382934	238278.58338239888	266062.1945291096	232832.52938564052	779629.99212921	388167.86126061605	221429.34639528705	270873.7828369616	455540.20122426667	357577.0780881472	200096.50537514992	176146.62804080787	PROT_002809
65520.008773832866	160760.18426542525	174189.77786564684	249154.63031094626	122195.87099271559	264797.78594811284	57651.93240741996	235989.99699021064	119854.69964778105	243896.68937061762	408247.4665700024	297246.7226961187	567075.7644937303	345618.1799943988	165975.0884083818	170862.36146701378	315449.2634652399	330480.4560000992	533310.4306119237	98822.6678872255	PROT_002810
429729.3354678855	147763.74241579344	123024.59654088608		204904.71495169523	379815.6463886674	265881.3488340966	223664.34306300603	261363.0312428246	375126.7686513206	88621.72316490088	161001.6766437917	276536.8743546658	217611.12368491173		183758.26555346762	211532.8068769766	59519.521527803634	209698.99464865396	91596.11000193201	PROT_002811
245429.8797503917	313245.98167271673	263337.7795305364	243448.9949233716	234747.7821388122		291092.12786659616	253456.4662671673	204660.68843567255	227978.6743984801	280306.11263231403	214757.9402871416	228344.20101451996		206351.73012941252	190631.37927539402	273780.3659151432	231003.56561108553	263420.6698818648	264401.97902888333	PROT_002812
222939.14990187954	216075.4420431134	228705.97475544768	248414.5291077532	197419.1941833785	234806.53303142756	247322.9036367673	261417.22525531927	193503.08046190627	251449.48551543115	184614.3229189335	192068.46193700936	169994.28363680697	221959.10354159286	211312.5350685858	180234.71393724417	204138.6419568039	177354.54982877694	217826.65600249334	168281.4088469102	PROT_002813
162564.59449351064	225739.0233257945	189425.24199703877	205789.3227272441	177445.53985817125	187136.05864714354	217088.38917982377	179052.52697453403	122623.09966473753	178414.24290723872	208796.53629942503	125479.20042811346	151146.9782064329	164663.48994865853	181306.28140098872	193874.53537795873	143944.6342109094	145690.41981903752	195356.4555702082	198481.82933787626	PROT_002814
323662.80561258935	441769.2743882988	195707.10448786418	324723.37752622535	338501.8914172498		449309.24270849844	152452.22411148562	1183275.2125280648	411505.4239477166	485189.0463726955		714912.2382793229	912697.7558267582	339254.3836659966	476613.955248486	382019.37838969333	611245.8626675209	1497774.9761345368	1441709.1821973266	PROT_002815
405156.38996900467		357138.96935278975	564145.1531366558	270809.4347018755	387726.8455646295	256360.10909919516	674924.0983225199		431526.6098716268	220174.87566957952	155044.91677040185	252801.49271132983	416808.5040883634	134840.43167182125	215686.47488092835	243788.1656622216	160680.02051362893	176882.78857028697	157486.62784507667	PROT_002816
212218.9828358371	203477.89945772663	146774.847627781	143164.6872276869	178512.52724684315	466378.31921451475	184020.02411376656	235563.976367203		114182.52958612744	118800.37027708023	194383.12764587818		105372.60635118134	98166.37477011463		225898.96484525455	115784.80357782349	110402.74738038695	83771.4684150615	PROT_002817
169840.6728487206	260654.41543578717			217398.69648590393	197064.54441671746	227444.38630266936	185398.31574520242	200389.8359108828	198364.39027540895	234111.43719151334			207423.20109468713	207033.03612638533	171026.40697737318		202655.2720196836	217485.39796310072	228410.77376182927	PROT_002818
283157.21233177104	535980.7756553685		208372.29313366962	162194.284611248		12966.83398164901		22538.381671073195	562903.8990741606	20031.458190718608	432195.6738510927	19639.478156415295	17792.74052974707	222256.00292282767		41427.61586944114	66556.46562018011			PROT_002819
345764.73807260126	253209.98953405564	108722.83014882404	159199.76414519013	103526.80069376643	528443.5997458783	116439.75537666192		382213.5446257592	307518.3594072947	66067.76581300353	98305.2671988429	135202.91148122255	96631.28021435304	255081.3848738	108591.1577295315	152625.81390734055		79693.98924576916	285623.1714940132	PROT_002820
131346.91585521703	222223.9361253807	150517.93296101855	294244.15690323483	299957.9497119901	145684.0942177859	153343.73210429845	152037.36938186895	276905.5900477832	213870.05634069175	164784.18886970074	84686.33057592264	125920.68449267106	180764.95504771566	93643.58598673793	68598.92153540721	144899.83359576753		122112.282028908	87184.64194202752	PROT_002821
358218.8262933801	260432.13457654222	135034.02859946337		428628.19132895506	101862.68604166099	294217.80656563706	131749.3282208542	165596.9386279816	157383.89962383377	142708.3311529678	197634.38198850327	281489.4652726281	283779.83834486135		531060.7197735899	275568.9413039751	272437.8969445972	773321.3643006085	188774.77603933582	PROT_002822
261454.6169881233	276583.86593770684	230138.52231913287	263377.83962509845	301463.5131938743	324170.0494440693	333431.4164211876	259622.88854375243	257432.2047675489	269957.73706377874	287164.5440541595	261034.59416747122	289293.5129852549	263704.63235674344	245568.76536529997	220705.6980668204		306702.54490071913	234774.0073603877	240251.03925485743	PROT_002823
219498.94886212863	193922.1467035127	277105.25207171164		427981.0575402326	341825.3987892627	186388.9266542757		327474.8026854865	643939.5727234761	319182.7268119742	992928.5401161287	519300.9715812255	453751.339971092	369038.79642001924	297494.66664901614		333818.37452481786	317420.21434834326		PROT_002824
377751.1853425397	323702.6547131457	555688.5132085657	215404.22029897533	770066.629439199	667934.3518871261	449191.2273445117	489628.3669674218	682957.7277727951	324344.5759245673	457906.35030533094	436105.7575133334	957764.8236483916		976602.7336251676	669650.4518287402	819421.9166846501	626444.5197488278	468663.0068444189	1199614.3759891118	PROT_002825
	57131.27425470058	50437.273290386336		104671.34109898099	300818.24188416154	83763.04411340627	813002.2985969714	55084.22827164684	61458.011107922255	57233.110302436166		68551.86222254208	43990.679039045586		6312.161664529779		157030.2330593256		190598.36241398676	PROT_002826
728738.5343756704	353804.66177842225	364140.55731650855	261854.54415607595		243447.1185014972	248756.1083553707	393210.0557652094	488155.6665485405	116289.46393713003	313567.85104730853	179774.6147634913	465068.9892127454	220976.80593992592	232837.6410111432	157899.1497466504	450304.5840413745			169006.35813851032	PROT_002827
311672.59865119436		318212.3335653149	217209.721732853	505828.1314448345	852695.6104179139	130476.58560811421	274001.6009251245	351818.82145308086	253655.3190554894	597264.9467704471	207996.1725563746	904498.278907772	432168.4316327793	542885.3304985276	331765.0478836423			735378.21791554	914560.2137617158	PROT_002828
275529.78142966353		290100.93610269943	305293.7498419159		213976.94241692906	301367.476478286	399411.96920100914	237730.08479660423	251542.3783649217	308823.65816181654	271781.7556831874	223692.1763629078	265988.7772016836	216731.02261264418	375811.0242513115	337108.3761436666	298161.0264820097	273910.07051998837	249834.19470868056	PROT_002829
249660.26325172983	269630.5815053871	210885.23733802917	257886.87070289452	302554.43312644935	194113.72482893342	238744.04887894183	321012.24057035137	197797.92405109268	248977.47679614258	212390.89573595594	240048.584202824	184955.32843110195	289576.8285497365	189083.4590415673			285333.6866059975	263309.8327405157		PROT_002830
241732.1167366731	416526.0699940752	334020.11917163327	290702.6168344883	365564.73798717995	170890.22425788408	499918.933099502	216329.0929887279	251855.91183826188	260920.24688556953	217795.91001782514	181606.17874695684	107116.6946022168	156058.14633524662	285014.40451316757	158755.67775007186	182210.26539250568	121098.66513252414	106155.26001905049	208459.1236814288	PROT_002831
347742.0936562288	160695.73611360852	180983.44510486073	214780.35105260587	130615.07358120522	270123.96286048304	291214.9568457217		295390.0626388749	186925.26243872417	182357.5447282935	131316.28668808663	120629.78327976071	87211.41610044909	139646.92489725858	108452.62766339826		136365.13208151568	249410.5949650711	207418.715968351	PROT_002832
127954.67288260847			2730.197199815647			213819.64467660047			176138.4559415825		34195.36164023085		2150736.327156432	292235.9395889522					1543598.054088704	PROT_002833
9945.71341226602	99932.76818959358	105194.89481082436	17742.04789977414			536457.0715782603	680165.9291869625	27522.093996925425	112510.97487318942	107603.33458934027	14492.118677944698	350708.9145274812						180136.41333266304	262376.95727505954	PROT_002834
492873.99959132064	156840.49102875195	45371.7562809873		214777.05728113116	39740.38591714542	87938.75528614044	977189.0291262417	270304.78471188265	177935.6709595579	267136.20963094826	340393.1760907692	202053.3604184531		84897.87050999413	174642.71604824185	959724.7058059894		273893.30566298903	163471.4583110216	PROT_002835
139040.32184857051	145512.59097322027	130757.99789644839	84855.05979854743	146723.33980987978	137795.29793090044	151185.2629246232	137538.32887830448	177864.76258644316	84247.8174129251	33527.98546780375	33284.81789423149	55741.81481429917	29282.486204640703	49635.44061502215	40040.840253695744	50204.672325415166	60453.525327053525	45240.73449606464	37161.89051391607	PROT_002836
240400.28547862152	361900.56859236315	226660.35587051543	224811.82717639898	157523.2342764761	219708.9653780048	195686.07565658828	1038309.7105733163		136168.72698930188	172151.44749310918	128660.82564128144	262939.1321773154	73666.89205811404		73136.74144640415	215291.86115218964	240231.11181174562	85921.39283470764	77704.25976738216	PROT_002837
225001.52981072429	183538.18404716477	163926.7463100884	187884.90636086214	140239.75989116172	201833.13132760872			220982.2368358788	213239.75808660002	188752.11144728345	148004.0693565184	198506.68170351628	188838.82542505267	212104.01506553078	222773.40468461128	216662.77873927657	211925.98971470536	157981.63600211198	223806.98869477212	PROT_002838
178393.67127319876	341665.9521989475	262790.854089823	140204.53395319518	317829.7680096029	124686.17784212285	188263.3243511119	155643.96792044185	282643.9275290081	364329.12153830705	184704.08553762862	185446.88040513734	94141.13118234953		236931.07422561332	114042.11922400972	218326.8893924031	213490.65145550595	83594.33203170194	96175.36915875872	PROT_002839
125947.32322292376	171463.09430699947	54715.79113860479	126940.62018870619	260323.8399149535	137757.39931818368	250915.2028158714	333886.25365450827	115303.22257909845	128877.5221006093	121705.96873356114	181423.30981080173	379547.39564779674	387917.6734688624			636352.6177940042	390521.5256051195	387007.23799332575	246031.92227258973	PROT_002840
113037.38582274457	250566.67923600154	191830.60903246194	251549.61517352544	200165.55686903364	185374.5183012972	132368.0226565055	98326.48595916285	367597.120608294	212205.07155832683	152833.4156097863	99731.19524518764	57885.71217620528	168439.08071614316	188112.7620327694	91507.65210500568	185472.3899642681	84825.38126271796	94662.16133974212	88321.582662539	PROT_002841
486697.8010357095	517020.490818365	365535.9544870982	718892.9031200883	475234.0926639167	430497.00027619815	452755.19124372076	492177.8254684952	533259.4077431824	475353.2791022738	1276137.7582917274	1591742.0335281815	1485668.0670509941	1064437.1712261485	1985345.5637892834	1321463.5541168978	1475099.15993774	1182242.336954149	1318984.8612076275	1299000.0193585549	PROT_002842
332147.25834833237	390491.59135506925	284483.5114826148	379905.4196147655	380750.9590827336	396883.70234516024	374791.0745299453	292347.81400359154	382667.35094705643	382613.4853205165	239563.62147274634	335063.77696149243	271467.81961983035	286869.0298311393	254472.65273010117	310427.3343694217	281332.6190052326	219964.01252328668	294399.5099139867	271083.9468862434	PROT_002843
238085.3099384222	170240.39216242475	166060.5522402288	120559.38932564195	229465.97341052289	127456.82837277827	121899.64653436538	111739.57358392097	89921.88659068792	134526.21597202687	311915.20020641136	123057.43276091921	170499.88196865752	185946.0952777593	318729.34767965804	168541.1512827877	260274.58733952473	205461.7761167619	294687.33973527007	235296.2664906672	PROT_002844
258725.6989437319	97101.19281942239	226444.64576010092	216986.1809964134	259720.5480214275	387121.17275126436	202150.97566516412	303636.5737448472	228408.62483882054	298382.3323280092	192459.2363021871	260327.08991289485	153429.88856002447		167103.34337806856		157874.50779252467	327582.8362554881		103776.64027468766	PROT_002845
	722332.3580462395	960505.4323053806	341890.0725806332	354820.6602517813	399268.9761170635	384535.6132728388	241957.89758631523	612999.318991746	354742.4825716943	138565.31828900173	398914.41782295605	403550.1721780522	481801.63032899273	264708.91726755706	188243.5596810836	384925.10675500054	252421.76641382137	448078.5742162828	252388.7765719621	PROT_002846
261199.88486299152	452748.9869127897	192422.92135127776	276981.6448924261	297934.896887738	367847.7360671809	384697.5018771866	370250.40978131414	277985.9339018986	329128.1475207737	767960.527333615		1391723.1529167122	849837.3168808334	872993.7492624467	963859.2442360177	689612.3852310212	1444081.5980168919	772943.8595830443	934505.1545704947	PROT_002847
268488.792226433	274728.7985348885	239377.63643183687	264565.8360294177	243426.48747292606	233322.59914165677		220327.84623277074	268315.9298135842	212847.23315275842	212688.3279110336	186876.49719669844	205314.5577803089	202989.42511454073	227470.00763484163	222195.73982425162	253479.79086113384	235150.64498020257	200913.1847587101	203123.67482115957	PROT_002848
411542.8466544303	254518.08043062198	311433.54316755856	257346.18891720098	573201.5260286102	277463.76782862237	260332.32575997387	343067.1881060329	242356.28188460774	683217.84701048	740931.6106866741	894585.2724062534	479956.7443067932	743501.1513507292	622983.537959553	929841.612164918	444106.9896273764	566356.7796497791	284170.6695443303	475922.50873354776	PROT_002849
578220.6445004956		184019.8570804858	52624.47386471346			190980.38404416657			400560.184647155	26182.08568183101		447513.3644138924	66106.29186534084		36915.986877364885	301119.673968844	6804.406984605265	153454.93597523108		PROT_002850
389619.3437029816	330698.5553468096	316398.8299188415	375788.8733740151	353300.4546236773	281337.80967959354	310545.0317826531	316465.74895368196	342529.12504042353	386303.3088702592	339227.86410082504	300202.63801022735	309265.53722863976	292642.60544545704	294471.44441909675	284899.0306091531	384430.2179507783	352735.96066710755	272947.7983706045	304375.1913584067	PROT_002851
